"路径","所属模块","文件类型","审阅状态","审阅日期","审计检查点","主要入口或调用者","风险等级","结论","是否需要二次复核"
"02_platform_pingtai/database/supabase/tests/custom_role_center_contract.sql","数据/governance identity","数据库合同测试","已结构性审阅","2026-09-15","AU-728 governance identity contract supplement","custom role center contract runner（未定位）","高","G0：custom role 生命周期、权限边界与 authz 失效规格；rollback","否"
"02_platform_pingtai/database/supabase/tests/distributor_anchor_authorization_closure_contract.sql","数据/distributor","数据库合同测试","已深入审阅","2026-09-15","AU-729 distributor scope contract tests","distributor anchor authorization contract runner（未定位）","高","G0：membership distributor anchor、permission/scope closure、拒绝路径无 invite/role/audit 副作用；rollback","否"
"02_platform_pingtai/database/supabase/tests/distributor_channel_contract.sql","数据/distributor","数据库合同测试","已结构性审阅","2026-09-15","AU-729 distributor scope contract tests","distributor channel contract runner（未定位）","高","G0：channel 建立、tenant binding、状态/权限和重放边界规格；rollback","否"
"02_platform_pingtai/database/supabase/tests/fulfillment_mall_identity_contract.sql","数据/fulfillment","数据库合同测试","已深入审阅","2026-09-15","AU-732 fulfillment Mall identity contract","fulfillment Mall identity contract runner（未定位）","高","G0：Mall composite FK/resource scope/provider reference isolation；rollback","否"
"02_platform_pingtai/database/supabase/tests/internal_refund_closure_contract.sql","数据/payment refund","数据库合同测试","已深入审阅","2026-09-15","AU-727 payment refund contract tests","internal refund closure contract runner（未定位）","高","G0：internal multi-tender 全额原路退款、拒绝猜测分摊、冲突与财务落账断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/mall_application_builder_contract.sql","数据/mall application","数据库合同测试","已深入审阅","2026-09-15","AU-730 mall application contract tests","mall application builder contract runner（未定位）","高","G0：draft/save/publish/restore、row-version/重放、public visibility、immutable history/audit 断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/mall_application_schema_v2_contract.sql","数据/mall application","数据库合同测试","已深入审阅","2026-09-15","AU-730 mall application contract tests","mall application schema v2 contract runner（未定位）","高","G0：单一 storefront schema、v2 registry/validator、v1 compatibility 与配置演进断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/member_operations_contract.sql","数据/governance identity","数据库合同测试","已结构性审阅","2026-09-15","AU-728 governance identity contract supplement","member operations contract runner（未定位）","高","G0：成员运营/Owner保护/成员写入边界规格；rollback","是（关联既有 F-0237 覆盖缺口）"
"02_platform_pingtai/database/supabase/tests/permission_write_target_separation_bootstrap.sql","数据/access","数据库测试夹具","已结构性审阅","2026-09-15","AU-734 permission write target fixture","permission write target separation migration fixture","中","G0：写入前置 runtime.schemaversion checksum，保留为 migration-ledger 测试输入","否"
"02_platform_pingtai/database/supabase/tests/platform_owner_scope_contract.sql","数据/governance identity","数据库合同测试","已结构性审阅","2026-09-15","AU-728 governance identity contract supplement","platform owner scope contract runner（未定位）","高","G0：平台 Owner 唯一性、范围存在和非 Owner 拒绝规格；rollback","否"
"02_platform_pingtai/database/supabase/tests/qualification_governance_contract.sql","数据/qualification governance","数据库合同测试","已深入审阅","2026-09-15","AU-733 qualification referral contract tests","qualification governance contract runner（未定位）","高","G0：双人审批、version stale、history/rollback snapshot 与外部 HR tag 来源保护；rollback","否"
"02_platform_pingtai/database/supabase/tests/referral_foundation_contract.sql","数据/referral","数据库合同测试","已深入审阅","2026-09-15","AU-733 qualification referral contract tests","referral foundation contract runner（未定位）","高","G0：referral binding、commission、reversal/recovery 与 withdrawal claim 的关联和不变性；rollback","否"
"02_platform_pingtai/database/supabase/tests/registration_terms_policy_contract.sql","数据/governance identity","数据库合同测试","已深入审阅","2026-09-15","AU-728 governance identity contract supplement","registration terms policy contract runner（未定位）","高","G0：active terms policy、版本/哈希及注册接受边界规格；rollback","否"
"02_platform_pingtai/database/supabase/tests/session_membership_permission_consumption_bootstrap.sql","数据/governance identity","数据库测试夹具","已结构性审阅","2026-09-15","AU-728 governance identity contract supplement","AU-705 session membership contract fixture","高","G0：operator/storefront/realm/organization 会话消费固定夹具；保留为既有合同输入","否"
"02_platform_pingtai/database/supabase/tests/supplier_four_flow_business_contract.sql","数据/supplier four flow","数据库合同测试","已深入审阅","2026-09-15","AU-731 supplier four-flow contract tests","supplier four-flow business contract runner（未定位）","高","G0：supplier relationship/contract/route、inventory、order/fulfillment、payment/refund/finance 四流事实；rollback","是（测试运行隔离待独立复核）"
"02_platform_pingtai/database/supabase/tests/supplier_four_flow_concurrent_replay.sql","数据/supplier four flow","数据库合同测试","已深入审阅","2026-09-15","AU-731 supplier four-flow contract tests","supplier four-flow concurrent replay runner（未定位）","高","G0：concurrent refund replay 不重复 inventory/reservation/reversal facts，逆向路由顺序稳定；rollback","是（测试运行隔离待独立复核）"
"02_platform_pingtai/database/supabase/tests/wechat_refund_command_contract.sql","数据/payment refund","数据库合同测试","已深入审阅","2026-09-15","AU-727 payment refund contract tests","WeChat refund command contract runner（未定位）","高","G0：授权退款生成 command、claim/replay/outbox state 契约；rollback","否"
"02_platform_pingtai/database/supabase/tests/wechat_refund_event_contract.sql","数据/payment refund","数据库合同测试","已结构性审阅","2026-09-15","AU-727 payment refund contract tests","WeChat refund event contract runner（未定位）","高","G0：命令事件、effect/finance/notification 与死信分支契约；rollback","否"
"02_platform_pingtai/database/supabase/tests/wechat_refund_notification_contract.sql","数据/payment refund","数据库合同测试","已结构性审阅","2026-09-15","AU-727 payment refund contract tests","WeChat refund notification contract runner（未定位）","中","G0：退款通知触发与幂等契约；rollback","否"
"02_platform_pingtai/database/supabase/tests/wechat_refund_request_contract.sql","数据/payment refund","数据库合同测试","已深入审阅","2026-09-15","AU-727 payment refund contract tests","WeChat refund request contract runner（未定位）","高","G0：approval/receipt/capture/mixed tender 拒绝与请求冲突不变性断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/wechat_refund_terminal_contract.sql","数据/payment refund","数据库合同测试","已深入审阅","2026-09-15","AU-727 payment refund contract tests","WeChat refund terminal contract runner（未定位）","高","G0：provider closed/failed、dead letter、effect/notification/finance 终态断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/zhudatuan_operator_invitation_registration_contract.sql","数据/governance identity","数据库合同测试","已深入审阅","2026-09-15","AU-728 governance identity contract supplement","Zhudatuan operator invitation contract runner（未定位）","高","G0：pending operator 零权限、owner-only invitation manage、target client 与条款绑定规格；rollback","否"
"02_platform_pingtai/infrastructure/aliyun/DEPLOY-阿里云.md","基础设施/aliyun","部署文档","已深入审阅","2026-09-15","AU-735/736 Aliyun deployment boundary","release bundle/hard-cut documentation","P2/F-0294","配置真值声明与 hbbtzn legacy-reference 定位冲突；不证明当前正式控制面","是（F-0294）"
"02_platform_pingtai/infrastructure/aliyun/Dockerfile","基础设施/aliyun","Dockerfile","已深入审阅","2026-09-15","AU-735 Aliyun template delivery core","image build → Commerce runtime/Migration","高","G0：Node build/runtime、non-root user、ApiMain default entry；当前 image build 未运行","否"
"02_platform_pingtai/infrastructure/aliyun/backup.yml","基础设施/aliyun","备份策略配置","已结构性审阅","2026-09-15","AU-735 Aliyun template delivery core","deployment/backup policy reference","中","G0：RDS/OSS backup/RPO/RTO/restore-drill policy；实际云资源未验证","否"
"02_platform_pingtai/infrastructure/aliyun/delivery.yml","基础设施/aliyun","交付配置","已深入审阅","2026-09-15","AU-735 Aliyun template delivery core","check-platform-delivery；hbbtzn legacy reference","高","G0：六端不可变 OSS artifact/pointer 与 API route delivery 声明；正式输入存在文档漂移","是（发布控制面复核）"
"02_platform_pingtai/infrastructure/aliyun/deploy.sh","基础设施/aliyun","Shell脚本","已深入审阅","2026-09-13","CP-00 建档；CP-00A 证据语义；AU-004/CP-04 发布与节点运行总图","release adapter / workflow / 运维入口","边界已评级；未发现独立问题","[UNKNOWN] 已纳入基线，等待对应模块首审；[AU-004][FACT] 全文件发布/运行职责已审，详见 records/AU-004-release-node-runtime-map","否（尚未首审）"
"02_platform_pingtai/infrastructure/aliyun/migration.template.yml","基础设施/aliyun","Kubernetes 模板","已深入审阅","2026-09-15","AU-735 Aliyun template delivery core","MigrationMain Kubernetes Job template","高","G0：non-root one-shot MigrationMain job/security context/TTL；实际 apply 未验证","否"
"02_platform_pingtai/infrastructure/aliyun/runtime.template.yml","基础设施/aliyun","Kubernetes 模板","已深入审阅","2026-09-15","AU-735 Aliyun template delivery core","ApiMain/JobsMain Kubernetes deployment template","P2/F-0294","apiVersion 写为 01_core_hexin/apps/v1；若作为 Kubernetes 内置 Deployment 直接 apply 会失败；当前正式发布消费者未确认","是（F-0294）"
