编号,定义位置,Operation,owner,method,path,audience,permission,availability,execution,idempotency,expectedVersion,writePath,requestFields,responseFields,requirements,controller,handler,sdk,审阅结论
OP-AU-007-319,01_core_hexin/packages/contract/definitions/operations.yml:4740,voucher.issuebatches.retry,voucher,POST,/api/v1/vouchers/issue-batches/{batchid}/retry,operator,voucher.issue,frozen,async,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-320,01_core_hexin/packages/contract/definitions/operations.yml:4759,voucher.issuebatches.get,voucher,GET,/api/v1/vouchers/issue-batches/{batchid},operator,voucher.batch.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-321,01_core_hexin/packages/contract/definitions/operations.yml:4778,voucher.issueorderexports.create,voucher,POST,/api/v1/vouchers/issue-order-exports,operator,reporting.export.manage,frozen,async,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-322,01_core_hexin/packages/contract/definitions/operations.yml:4797,voucher.actionbatches.create,voucher,POST,/api/v1/vouchers/action-batches,operator,voucher.status.manage,frozen,async,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-323,01_core_hexin/packages/contract/definitions/operations.yml:4816,voucher.actionbatches.get,voucher,GET,/api/v1/vouchers/action-batches/{actionbatchid},operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-324,01_core_hexin/packages/contract/definitions/operations.yml:4835,voucher.actionbatches.list,voucher,GET,/api/v1/vouchers/action-batches,operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-325,01_core_hexin/packages/contract/definitions/operations.yml:4854,voucher.actionbatches.retry,voucher,POST,/api/v1/vouchers/action-batches/{actionbatchid}/retry,operator,voucher.status.manage,frozen,async,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-326,01_core_hexin/packages/contract/definitions/operations.yml:4873,voucher.actionexports.create,voucher,POST,/api/v1/vouchers/action-exports,operator,reporting.export.manage,frozen,async,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-327,01_core_hexin/packages/contract/definitions/operations.yml:4892,voucher.search.read,voucher,GET,/api/v1/vouchers/search,operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-328,01_core_hexin/packages/contract/definitions/operations.yml:4911,voucher.activations.secret,voucher,POST,/api/v1/vouchers/activation/secret,public,,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-329,01_core_hexin/packages/contract/definitions/operations.yml:4929,voucher.activations.numbersecret,voucher,POST,/api/v1/vouchers/activation/number-secret,public,,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-330,01_core_hexin/packages/contract/definitions/operations.yml:4947,voucher.vouchers.bind,voucher,POST,/api/v1/vouchers/{voucherid}/bind,operator,voucher.binding.manage,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-331,01_core_hexin/packages/contract/definitions/operations.yml:4966,voucher.vouchers.unbind,voucher,POST,/api/v1/vouchers/{voucherid}/unbind,operator,voucher.binding.manage,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-332,01_core_hexin/packages/contract/definitions/operations.yml:4985,voucher.vouchers.get,voucher,GET,/api/v1/vouchers/{voucherid},operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-333,01_core_hexin/packages/contract/definitions/operations.yml:5004,voucher.vouchers.getbynumber,voucher,GET,/api/v1/vouchers/by-number/{number},operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-334,01_core_hexin/packages/contract/definitions/operations.yml:5023,voucher.vouchers.timeline,voucher,GET,/api/v1/vouchers/{voucherid}/timeline,operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-335,01_core_hexin/packages/contract/definitions/operations.yml:5042,voucher.redemptions.quote,voucher,POST,/api/v1/vouchers/redemptions/quote,operator,verification.verify,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-336,01_core_hexin/packages/contract/definitions/operations.yml:5061,voucher.tenderholds.create,voucher,POST,/api/v1/vouchers/tender-holds,operator,verification.verify,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-337,01_core_hexin/packages/contract/definitions/operations.yml:5080,voucher.tenderholds.consume,voucher,POST,/api/v1/vouchers/tender-holds/{holdid}/consume,operator,verification.verify,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-338,01_core_hexin/packages/contract/definitions/operations.yml:5099,voucher.tenderholds.release,voucher,POST,/api/v1/vouchers/tender-holds/{holdid}/release,operator,verification.verify,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-339,01_core_hexin/packages/contract/definitions/operations.yml:5118,voucher.redemptions.create,voucher,POST,/api/v1/vouchers/redemptions,operator,verification.verify,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-340,01_core_hexin/packages/contract/definitions/operations.yml:5137,voucher.refunds.create,voucher,POST,/api/v1/vouchers/redemptions/{redemptionid}/refunds,operator,voucher.redemption.reverse,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-341,01_core_hexin/packages/contract/definitions/operations.yml:5156,voucher.redemptions.get,voucher,GET,/api/v1/vouchers/redemptions/{redemptionid},operator,voucher.redemption.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-342,01_core_hexin/packages/contract/definitions/operations.yml:5175,voucher.searchfacets.read,voucher,GET,/api/v1/vouchers/search/facets,operator,voucher.history.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-343,01_core_hexin/packages/contract/definitions/operations.yml:5194,voucher.searchsnapshots.create,voucher,POST,/api/v1/vouchers/search-snapshots,operator,voucher.history.read,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-344,01_core_hexin/packages/contract/definitions/operations.yml:5213,voucher.searchexports.create,voucher,POST,/api/v1/vouchers/search-exports,operator,reporting.export.manage,frozen,async,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-345,01_core_hexin/packages/contract/definitions/operations.yml:5232,voucher.exports.get,voucher,GET,/api/v1/vouchers/exports/{exportid},operator,reporting.export.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
